Citation 1,Citation 2,Conection Type,Text 1,Text 2,Category 1,Category 2 
Mishnah Bekhorot 2:6,Tosefta Bekhorot 2:5,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 2:7,Tosefta Bekhorot 2:5,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 2:7,Tosefta Bekhorot 1:6,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 2:8,Tosefta Bekhorot 2:5,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 2:8,Tosefta Bekhorot 2:5,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 3:1,Tosefta Bekhorot 2:6,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 3:2,Tosefta Bekhorot 2:7,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 4:1,Tosefta Bekhorot 3:1,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 4:10,Tosefta Bekhorot 3:5,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 4:4,Tosefta Bekhorot 3:4,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 4:4,Tosefta Sanhedrin 1:3,mesorat hashas,Mishnah Bekhorot,Tosefta Sanhedrin,Mishnah,Tanaitic
Mishnah Bekhorot 4:6,Tosefta Bekhorot 3:5,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 4:7,Tosefta Bekhorot 3:5,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 5:1,Tosefta Bekhorot 3:6,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 5:4,Tosefta Bekhorot 3:6,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 6:3,Tosefta Bekhorot 4:2,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 6:5,Tosefta Bekhorot 4:3,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 6:8,Tosefta Bekhorot 4:4,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 8:1,Tosefta Niddah 4:2,mesorat hashas,Mishnah Bekhorot,Tosefta Niddah,Mishnah,Tanaitic
Mishnah Bekhorot 8:1,Tosefta Bekhorot 6:1,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 8:1,Tosefta Bekhorot 6:5,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 8:1,Tosefta Yevamot 12:5,mesorat hashas,Mishnah Bekhorot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Bekhorot 8:4,Tosefta Bekhorot 6:2,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 8:4,Tosefta Bekhorot 6:6,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 8:4,Tosefta Bekhorot 2:5,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 8:4,Tosefta Bekhorot 1:6,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 8:5,Tosefta Bekhorot 6:5,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 8:5,Tosefta Bekhorot 6:1,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 8:5,Tosefta Bekhorot 6:6,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 8:5,Tosefta Bekhorot 6:2,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 8:5,Tosefta Bekhorot 1:6,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 8:5,Tosefta Bekhorot 2:5,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 8:6,Tosefta Bekhorot 6:6,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 8:6,Tosefta Bekhorot 6:2,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 8:7,Tosefta Bekhorot 6:8,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 8:7,Tosefta Bekhorot 6:4,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 8:9,Tosefta Bava Batra 7:4,mesorat hashas,Mishnah Bekhorot,Tosefta Bava Batra,Mishnah,Tanaitic
Mishnah Bekhorot 9:5,Tosefta Bekhorot 7:6,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Bekhorot 9:8,Tosefta Bekhorot 7:7,mesorat hashas,Mishnah Bekhorot,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Berakhot 1:4,Tosefta Berakhot 1:7,mesorat hashas,Mishnah Berakhot,Tosefta Berakhot,Mishnah,Tanaitic
Mishnah Berakhot 1:5,Tosefta Berakhot 1:12,mesorat hashas,Mishnah Berakhot,Tosefta Berakhot,Mishnah,Tanaitic
Mishnah Berakhot 6:6,Tosefta Berakhot 4:10,mesorat hashas,Mishnah Berakhot,Tosefta Berakhot,Mishnah,Tanaitic
Mishnah Berakhot 6:7,Tosefta Berakhot 4:10,mesorat hashas,Mishnah Berakhot,Tosefta Berakhot,Mishnah,Tanaitic
Mishnah Berakhot 7:1,Tosefta Terumot 10:3,mesorat hashas,Mishnah Berakhot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Berakhot 8:1,Tosefta Berakhot 5:25,mesorat hashas,Mishnah Berakhot,Tosefta Berakhot,Mishnah,Tanaitic
Mishnah Berakhot 8:1,Tosefta Berakhot 5:30,mesorat hashas,Mishnah Berakhot,Tosefta Berakhot,Mishnah,Tanaitic
Mishnah Berakhot 8:3-4,Tosefta Berakhot 5:28,mesorat hashas,Mishnah Berakhot,Tosefta Berakhot,Mishnah,Tanaitic
Mishnah Berakhot 8:8,Tosefta Berakhot 5:25,mesorat hashas,Mishnah Berakhot,Tosefta Berakhot,Mishnah,Tanaitic
Mishnah Berakhot 8:8,Tosefta Berakhot 3:26,mesorat hashas,Mishnah Berakhot,Tosefta Berakhot,Mishnah,Tanaitic
Mishnah Berakhot 9:4,Tosefta Berakhot 6:21,mesorat hashas,Mishnah Berakhot,Tosefta Berakhot,Mishnah,Tanaitic
Mishnah Berakhot 9:5,Tosefta Berakhot 6:27,mesorat hashas,Mishnah Berakhot,Tosefta Berakhot,Mishnah,Tanaitic
Mishnah Bikkurim 1:3,Tosefta Bikkurim 1:1,,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 1:3,Tosefta Bikkurim 1:8,,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 1:4,Tosefta Bikkurim 1:3,,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 1:4,Tosefta Bikkurim 1:4,,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 1:6,Tosefta Bikkurim 1:2,,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 1:7,Tosefta Bikkurim 1:5,mesorat hashas,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 1:7,Tosefta Bikkurim 1:6,,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 1:8,Tosefta Bikkurim 1:7,,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 1:9,Tosefta Shekalim 3:15,mesorat hashas,Mishnah Bikkurim,Tosefta Shekalim,Mishnah,Tanaitic
Mishnah Bikkurim 1:9,Tosefta Bikkurim 1:7,,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 2:2,Tosefta Bikkurim 1:11,mesorat hashas,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 2:2,Tosefta Bikkurim 1:10,,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 2:2,Tosefta Bikkurim 1:12,,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 2:5,Tosefta Bikkurim 1:9,,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 2:8,Tosefta Bikkurim 2:2,mesorat hashas,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 2:9,Tosefta Bikkurim 2:1,,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 3:1,Tosefta Bikkurim 2:7,mesorat hashas,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 3:10,Tosefta Bikkurim 2:9,mesorat hashas,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 3:2,Tosefta Bikkurim 2:8,,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 3:4,Tosefta Bikkurim 2:8,,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 3:4-5,Tosefta Bikkurim 2:8,mesorat hashas,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 3:5,Tosefta Bikkurim 2:8,,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 4:1,Tosefta Bikkurim 2:2,mesorat hashas,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 4:2,Tosefta Bikkurim 2:3,mesorat hashas,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 4:2-3,Tosefta Bikkurim 2:3-4,mesorat hashas,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 4:3,Tosefta Sotah 2:8,mesorat hashas,Mishnah Bikkurim,Tosefta Sotah,Mishnah,Tanaitic
Mishnah Bikkurim 4:3,Tosefta Bikkurim 2:4,mesorat hashas,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 4:3-4,Tosefta Bikkurim 2:4-5,mesorat hashas,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 4:4,Tosefta Bikkurim 2:5,,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Bikkurim 4:5,Tosefta Bikkurim 2:6,mesorat hashas,Mishnah Bikkurim,Tosefta Bikkurim,Mishnah,Tanaitic
Mishnah Chagigah 1:4,Tosefta Chagigah 1:8,mesorat hashas,Mishnah Chagigah,Tosefta Chagigah,Mishnah,Tanaitic
Mishnah Chagigah 1:6,Tosefta Chagigah 2:5,mesorat hashas,Mishnah Chagigah,Tosefta Chagigah,Mishnah,Tanaitic
Mishnah Chagigah 1:6,Tosefta Chagigah 1:10,mesorat hashas,Mishnah Chagigah,Tosefta Chagigah,Mishnah,Tanaitic
Mishnah Chagigah 1:7-8,Tosefta Chagigah 1:11,mesorat hashas,Mishnah Chagigah,Tosefta Chagigah,Mishnah,Tanaitic
Mishnah Chagigah 1:8,Tosefta Chagigah 1:11,mesorat hashas,Mishnah Chagigah,Tosefta Chagigah,Mishnah,Tanaitic
Mishnah Chagigah 2:1,Tosefta Chagigah 2:3,mesorat hashas,Mishnah Chagigah,Tosefta Chagigah,Mishnah,Tanaitic
Mishnah Chagigah 2:4,Tosefta Chagigah 2:7,mesorat hashas,Mishnah Chagigah,Tosefta Chagigah,Mishnah,Tanaitic
Mishnah Chagigah 2:7,Tosefta Chagigah 3:1,mesorat hashas,Mishnah Chagigah,Tosefta Chagigah,Mishnah,Tanaitic
Mishnah Chagigah 3:1,Tosefta Chagigah 3:2,mesorat hashas,Mishnah Chagigah,Tosefta Chagigah,Mishnah,Tanaitic
Mishnah Chagigah 3:1,Tosefta Yevamot 10:2,mesorat hashas,Mishnah Chagigah,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Chagigah 3:1,Tosefta Chagigah 3:3,mesorat hashas,Mishnah Chagigah,Tosefta Chagigah,Mishnah,Tanaitic
Mishnah Chagigah 3:1-2,Tosefta Chagigah 3:3-4,mesorat hashas,Mishnah Chagigah,Tosefta Chagigah,Mishnah,Tanaitic
Mishnah Chagigah 3:2,Tosefta Chagigah 3:4,mesorat hashas,Mishnah Chagigah,Tosefta Chagigah,Mishnah,Tanaitic
Mishnah Chagigah 3:4,Tosefta Chagigah 3:11,mesorat hashas,Mishnah Chagigah,Tosefta Chagigah,Mishnah,Tanaitic
Mishnah Chagigah 3:5,Tosefta Chagigah 3:11,mesorat hashas,Mishnah Chagigah,Tosefta Chagigah,Mishnah,Tanaitic
Mishnah Challah 1:4,Tosefta Challah 1:3,,Mishnah Challah,Tosefta Challah,Mishnah,Tanaitic
Mishnah Challah 1:6,Tosefta Challah 1:1,,Mishnah Challah,Tosefta Challah,Mishnah,Tanaitic
Mishnah Challah 1:6,Tosefta Challah 1:4,,Mishnah Challah,Tosefta Challah,Mishnah,Tanaitic
Mishnah Challah 1:8,Tosefta Challah 1:5,,Mishnah Challah,Tosefta Challah,Mishnah,Tanaitic
Mishnah Challah 2:2,Tosefta Challah 2:10,,Mishnah Challah,Tosefta Challah,Mishnah,Tanaitic
Mishnah Challah 2:3,Tosefta Challah 1:8,mesorat hashas,Mishnah Challah,Tosefta Challah,Mishnah,Tanaitic
Mishnah Challah 2:7,Tosefta Challah 1:6,,Mishnah Challah,Tosefta Challah,Mishnah,Tanaitic
Mishnah Challah 2:7,Tosefta Challah 1:7,,Mishnah Challah,Tosefta Challah,Mishnah,Tanaitic
Mishnah Challah 2:8,Tosefta Challah 1:9,,Mishnah Challah,Tosefta Challah,Mishnah,Tanaitic
Mishnah Challah 3:1,Tosefta Challah 1:12,,Mishnah Challah,Tosefta Challah,Mishnah,Tanaitic
Mishnah Challah 3:1,Tosefta Challah 1:10,,Mishnah Challah,Tosefta Challah,Mishnah,Tanaitic
Mishnah Challah 3:2,Tosefta Challah 1:11,mesorat hashas,Mishnah Challah,Tosefta Challah,Mishnah,Tanaitic
Mishnah Challah 3:6,Tosefta Challah 1:12,,Mishnah Challah,Tosefta Challah,Mishnah,Tanaitic
Mishnah Challah 3:7,Tosefta Challah 2:1,,Mishnah Challah,Tosefta Challah,Mishnah,Tanaitic
Mishnah Challah 3:8,Tosefta Challah 2:2,mesorat hashas,Mishnah Challah,Tosefta Challah,Mishnah,Tanaitic
Mishnah Challah 4:2,Tosefta Challah 2:3,,Mishnah Challah,Tosefta Challah,Mishnah,Tanaitic
Mishnah Challah 4:4,Tosefta Challah 2:3,,Mishnah Challah,Tosefta Challah,Mishnah,Tanaitic
Mishnah Challah 4:7,Tosefta Challah 2:5,,Mishnah Challah,Tosefta Challah,Mishnah,Tanaitic
Mishnah Challah 4:8,Tosefta Challah 2:6,,Mishnah Challah,Tosefta Challah,Mishnah,Tanaitic
Mishnah Challah 4:8,Tosefta Challah 2:7,,Mishnah Challah,Tosefta Challah,Mishnah,Tanaitic
Mishnah Challah 4:8,Tosefta Challah 2:9,,Mishnah Challah,Tosefta Challah,Mishnah,Tanaitic
Mishnah Challah 4:9,Tosefta Challah 2:8,,Mishnah Challah,Tosefta Challah,Mishnah,Tanaitic
Mishnah Chullin 10:2,Tosefta Chullin 10:1,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 10:2,Tosefta Bekhorot 2:3,mesorat hashas,Mishnah Chullin,Tosefta Bekhorot,Mishnah,Tanaitic
Mishnah Chullin 10:3,Tosefta Chullin 9:2,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 11:2,Tosefta Chullin 10:1,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 12:1-2,Tosefta Chullin 10:2,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 12:3,Tosefta Chullin 10:2,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 12:4,Tosefta Chullin 10:3,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 1:5,Tosefta Chullin 1:9,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 1:6,Tosefta Chullin 1:12,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 1:7,Tosefta Sukkah 4:8,mesorat hashas,Mishnah Chullin,Tosefta Sukkah,Mishnah,Tanaitic
Mishnah Chullin 1:7,Tosefta Chullin 1:14,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 2:10,Tosefta Chullin 2:7,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 2:10-3:1,Tosefta Chullin 2:7-3:1,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 2:3,Tosefta Chullin 1:5,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 2:4,Tosefta Chullin 2:2,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 2:9,Tosefta Chullin 2:6,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 3:1,Tosefta Chullin 3:2,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 3:1,Tosefta Chullin 3:1,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 3:3,Tosefta Chullin 3:6,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 3:4-5,Tosefta Chullin 3:6,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 3:7,Tosefta Chullin 3:9,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 4:4,Tosefta Chullin 4:1,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 4:7,Tosefta Ohalot 2:1,mesorat hashas,Mishnah Chullin,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Chullin 4:7,Tosefta Uktsin 2:2,mesorat hashas,Mishnah Chullin,Tosefta Uktsin,Mishnah,Tanaitic
Mishnah Chullin 5:3,Tosefta Chullin 5:2,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 5:3,Tosefta Chullin 5:1,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 6:5,Tosefta Zevahim 8:6,mesorat hashas,Mishnah Chullin,Tosefta Zevahim,Mishnah,Tanaitic
Mishnah Chullin 6:7-7:1,Tosefta Chullin 6:2-7:1,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 7:3,Tosefta Makkot 3:4,mesorat hashas,Mishnah Chullin,Tosefta Makkot,Mishnah,Tanaitic
Mishnah Chullin 7:5-6,Tosefta Chullin 7:3-4,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 7:6,Tosefta Chullin 7:4,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 8:1,Tosefta Nedarim 3:5,mesorat hashas,Mishnah Chullin,Tosefta Nedarim,Mishnah,Tanaitic
Mishnah Chullin 8:3,Tosefta Chullin 8:2,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 8:4,Tosefta Chullin 8:3,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 8:6,Tosefta Chullin 8:5,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Chullin 9:1,Tosefta Uktsin 2:2,mesorat hashas,Mishnah Chullin,Tosefta Uktsin,Mishnah,Tanaitic
Mishnah Chullin 9:3,Tosefta Chullin 8:6,mesorat hashas,Mishnah Chullin,Tosefta Chullin,Mishnah,Tanaitic
Mishnah Demai 1:1,Tosefta Demai 1:1,,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 1:1,Tosefta Demai 1:2,,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 1:3,Tosefta Demai 1:4,,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 1:3,Tosefta Demai 1:8,,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 1:3,Tosefta Demai 1:19,,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 1:3,Tosefta Demai 1:20,,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 1:4,Tosefta Demai 1:22,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 2:1,Tosefta Demai 2:1,,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 2:2,Tosefta Demai 2:3,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 2:4,Tosefta Demai 3:13,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 2:5,Tosefta Demai 3:14,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 3:1-2,Tosefta Demai 4:1-2,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 3:2,Tosefta Demai 4:2,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 3:3,Tosefta Demai 4:3,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 4:1,Tosefta Demai 5:3,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 4:1,Tosefta Demai 5:1,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 4:5,Tosefta Demai 5:6,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 4:6,Tosefta Demai 5:8,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 5:1,Tosefta Demai 5:9,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 5:1,Tosefta Demai 8:14,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 5:1,Tosefta Demai 8:6,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 5:1,Tosefta Demai 8:3,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 5:10,Tosefta Kilaim 4:11,,Mishnah Demai,Tosefta Kilaim,Mishnah,Tanaitic
Mishnah Demai 5:2,Tosefta Demai 8:6,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 5:2,Tosefta Demai 8:14,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 5:2,Tosefta Demai 5:9,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 5:2,Tosefta Demai 8:3,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 5:4,Tosefta Demai 5:12,related,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 5:5,Tosefta Demai 5:11,related,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 5:9,Tosefta Demai 5:24,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 5:9,Tosefta Bava Kamma 1:1,mesorat hashas,Mishnah Demai,Tosefta Bava Kamma,Mishnah,Tanaitic
Mishnah Demai 6:1,Tosefta Demai 6:1,related,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 6:1-2,Tosefta Demai 6:6,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 6:1-2,Tosefta Demai 6:2,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 6:1-2,Tosefta Demai 6:3,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 6:11,Tosefta Demai 1:5,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 6:7,Tosefta Demai 6:11,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 6:8,Tosefta Demai 6:10,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 6:8,Tosefta Demai 6:11,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 6:8,Tosefta Demai 6:9,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 6:8-9,Tosefta Demai 6:8-9,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 6:9,Tosefta Demai 6:9,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 7:1,Tosefta Demai 8:14,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 7:1,Tosefta Demai 5:9,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
Mishnah Demai 7:1,Tosefta Demai 8:3,mesorat hashas,Mishnah Demai,Tosefta Demai,Mishnah,Tanaitic
