Citation 1,Citation 2,Conection Type,Text 1,Text 2,Category 1,Category 2 
Mishnah Terumot 2:3,Tosefta Shabbat 3:6,mesorat hashas,Mishnah Terumot,Tosefta Shabbat,Mishnah,Tanaitic
Mishnah Terumot 3:1,Tosefta Terumot 4:7,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 3:1,Tosefta Terumot 3:14,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 3:1,Tosefta Terumot 3:13,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 3:2,Tosefta Terumot 5:15,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 3:9,Tosefta Terumot 4:13,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 3:9,Tosefta Terumot 4:14,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 4:10,Tosefta Terumot 5:13,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 4:11,Tosefta Terumot 5:14,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 4:11,Tosefta Terumot 5:16,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 4:12,Tosefta Terumot 6:14,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 4:12,Tosefta Terumot 6:10,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 4:12,Tosefta Terumot 6:11,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 4:12,Tosefta Terumot 6:12,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 4:2,Tosefta Terumot 5:3,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 4:3,Tosefta Terumot 5:4,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 4:3,Tosefta Terumot 5:8,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 4:4,Tosefta Terumot 5:5,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 4:5,Tosefta Terumot 5:6,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 4:7,Tosefta Terumot 5:9,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 4:7,Tosefta Terumot 5:10,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 4:7,Tosefta Terumot 5:11,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 4:7,Tosefta Terumot 5:17,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 4:7,Tosefta Terumot 5:18,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 5:1,Tosefta Terumot 6:3,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 5:1,Tosefta Terumot 6:4,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 5:4,Tosefta Terumot 6:5,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 5:4-5,Tosefta Terumot 6:5-6,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 5:5,Tosefta Terumot 6:1,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 5:5,Tosefta Terumot 6:2,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 5:7,Tosefta Terumot 6:2,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 5:8,Tosefta Terumot 6:6,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 6:1,Tosefta Terumot 5:6,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 6:1,Tosefta Terumot 5:9,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 6:1,Tosefta Terumot 6:1,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 6:2,Tosefta Terumot 10:11,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 6:6,Tosefta Terumot 7:9,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 7:5,Tosefta Terumot 8:13,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 7:5,Tosefta Terumot 6:12,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 7:5,Tosefta Terumot 6:14,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 7:5,Tosefta Terumot 6:10,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 8:12,Tosefta Terumot 7:23,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 8:2,Tosefta Terumot 10:3,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 9:3,Tosefta Terumot 8:2,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 9:5,Tosefta Terumot 8:3,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Tevul Yom 1:5,Tosefta Tevul Yom 1:1,mesorat hashas,Mishnah Tevul Yom,Tosefta Tevul Yom,Mishnah,Tanaitic
Mishnah Tevul Yom 2:3,Tosefta Tevul Yom 2:1,mesorat hashas,Mishnah Tevul Yom,Tosefta Tevul Yom,Mishnah,Tanaitic
Mishnah Tevul Yom 2:3,Tosefta Tevul Yom 2:4,mesorat hashas,Mishnah Tevul Yom,Tosefta Tevul Yom,Mishnah,Tanaitic
Mishnah Tevul Yom 2:4,Tosefta Tevul Yom 2:1,mesorat hashas,Mishnah Tevul Yom,Tosefta Tevul Yom,Mishnah,Tanaitic
Mishnah Tevul Yom 2:4,Tosefta Tevul Yom 2:4,mesorat hashas,Mishnah Tevul Yom,Tosefta Tevul Yom,Mishnah,Tanaitic
Mishnah Tevul Yom 2:5,Tosefta Tevul Yom 2:1,mesorat hashas,Mishnah Tevul Yom,Tosefta Tevul Yom,Mishnah,Tanaitic
Mishnah Tevul Yom 2:5,Tosefta Tevul Yom 2:4,mesorat hashas,Mishnah Tevul Yom,Tosefta Tevul Yom,Mishnah,Tanaitic
Mishnah Tevul Yom 2:6,Tosefta Tevul Yom 2:6,mesorat hashas,Mishnah Tevul Yom,Tosefta Tevul Yom,Mishnah,Tanaitic
Mishnah Tevul Yom 2:7,Tosefta Tevul Yom 2:2,mesorat hashas,Mishnah Tevul Yom,Tosefta Tevul Yom,Mishnah,Tanaitic
Mishnah Tevul Yom 3:2,Tosefta Tevul Yom 2:5,mesorat hashas,Mishnah Tevul Yom,Tosefta Tevul Yom,Mishnah,Tanaitic
Mishnah Tevul Yom 3:3,Tosefta Tevul Yom 2:6,mesorat hashas,Mishnah Tevul Yom,Tosefta Tevul Yom,Mishnah,Tanaitic
Mishnah Tevul Yom 3:4,Tosefta Tevul Yom 2:4,mesorat hashas,Mishnah Tevul Yom,Tosefta Tevul Yom,Mishnah,Tanaitic
Mishnah Tevul Yom 4:2,Tosefta Tevul Yom 2:7,mesorat hashas,Mishnah Tevul Yom,Tosefta Tevul Yom,Mishnah,Tanaitic
Mishnah Tevul Yom 4:6,Tosefta Keilim Metsia 3:8,mesorat hashas,Mishnah Tevul Yom,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Tevul Yom 4:6-7,Tosefta Tevul Yom 2:7-8,mesorat hashas,Mishnah Tevul Yom,Tosefta Tevul Yom,Mishnah,Tanaitic
Mishnah Yadayim 1:1,Tosefta Yadayim 1:1,mesorat hashas,Mishnah Yadayim,Tosefta Yadayim,Mishnah,Tanaitic
Mishnah Yadayim 2:2,Tosefta Yadayim 2:2,mesorat hashas,Mishnah Yadayim,Tosefta Yadayim,Mishnah,Tanaitic
Mishnah Yadayim 2:2,Tosefta Sotah 15:2,mesorat hashas,Mishnah Yadayim,Tosefta Sotah,Mishnah,Tanaitic
Mishnah Yadayim 2:3,Tosefta Sotah 15:2,mesorat hashas,Mishnah Yadayim,Tosefta Sotah,Mishnah,Tanaitic
Mishnah Yadayim 2:3,Tosefta Ohalot 7:11,mesorat hashas,Mishnah Yadayim,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Yadayim 2:3,Tosefta Yadayim 2:2,mesorat hashas,Mishnah Yadayim,Tosefta Yadayim,Mishnah,Tanaitic
Mishnah Yadayim 2:4,Tosefta Yadayim 1:9,mesorat hashas,Mishnah Yadayim,Tosefta Yadayim,Mishnah,Tanaitic
Mishnah Yadayim 3:2,Tosefta Tevul Yom 1:4,mesorat hashas,Mishnah Yadayim,Tosefta Tevul Yom,Mishnah,Tanaitic
Mishnah Yadayim 3:5,Tosefta Yadayim 2:4,mesorat hashas,Mishnah Yadayim,Tosefta Yadayim,Mishnah,Tanaitic
Mishnah Yadayim 4:2,Tosefta Zevahim 1:1,mesorat hashas,Mishnah Yadayim,Tosefta Zevahim,Mishnah,Tanaitic
Mishnah Yadayim 4:3-4,Tosefta Yadayim 2:7-8,mesorat hashas,Mishnah Yadayim,Tosefta Yadayim,Mishnah,Tanaitic
Mishnah Yadayim 4:4,Tosefta Yadayim 2:8,mesorat hashas,Mishnah Yadayim,Tosefta Yadayim,Mishnah,Tanaitic
Mishnah Yevamot 10:3,Tosefta Yevamot 11:7,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 10:4,Tosefta Yevamot 11:8,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 10:6,Tosefta Niddah 6:2,mesorat hashas,Mishnah Yevamot,Tosefta Niddah,Mishnah,Tanaitic
Mishnah Yevamot 10:6,Tosefta Yevamot 11:11,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 10:6,Tosefta Yevamot 7:1,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 10:7,Tosefta Niddah 6:2,mesorat hashas,Mishnah Yevamot,Tosefta Niddah,Mishnah,Tanaitic
Mishnah Yevamot 10:8,Tosefta Niddah 6:2,mesorat hashas,Mishnah Yevamot,Tosefta Niddah,Mishnah,Tanaitic
Mishnah Yevamot 10:9,Tosefta Niddah 6:2,mesorat hashas,Mishnah Yevamot,Tosefta Niddah,Mishnah,Tanaitic
Mishnah Yevamot 11:2,Tosefta Yevamot 12:1,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 11:6,Tosefta Yevamot 12:5,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 11:7,Tosefta Ohalot 16:2,mesorat hashas,Mishnah Yevamot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Yevamot 12:3,Tosefta Yevamot 12:9,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 12:6,Tosefta Yevamot 12:13,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 13:10,Tosefta Yevamot 13:6,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 13:11,Tosefta Yevamot 13:6,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 13:12,Tosefta Yevamot 13:8,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 13:13,Tosefta Yevamot 13:8,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 13:4,Tosefta Yevamot 13:4,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 13:7,Tosefta Yevamot 13:5,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 13:9,Tosefta Yevamot 13:7,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 13:9,Tosefta Yevamot 13:6,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 14:1,Tosefta Ketubot 12:4,mesorat hashas,Mishnah Yevamot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Yevamot 14:3,Tosefta Yevamot 13:10,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 14:4,Tosefta Yevamot 13:10,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 14:6,Tosefta Yevamot 13:10,,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 15:1,Tosefta Eduyot 1:4,mesorat hashas,Mishnah Yevamot,Tosefta Eduyot,Mishnah,Tanaitic
Mishnah Yevamot 15:3,Tosefta Eduyot 1:4,mesorat hashas,Mishnah Yevamot,Tosefta Eduyot,Mishnah,Tanaitic
Mishnah Yevamot 15:4,Tosefta Yevamot 14:2,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 15:5,Tosefta Yevamot 14:2,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 15:7,Tosefta Yevamot 14:3,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 16:4,Tosefta Yevamot 14:9,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 16:4,Tosefta Yevamot 14:8,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 16:6,Tosefta Yevamot 14:10,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 1:2,Tosefta Yevamot 1:1,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 1:3,Tosefta Yevamot 3:1,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 1:3,Tosefta Yevamot 1:2,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 2:1,Tosefta Yevamot 2:1,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 2:2,Tosefta Yevamot 2:1,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 2:7,Tosefta Yevamot 4:1,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 2:9,Tosefta Gittin 1:2,mesorat hashas,Mishnah Yevamot,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Yevamot 2:9,Tosefta Yevamot 4:4,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 3:1,Tosefta Eduyot 2:8,mesorat hashas,Mishnah Yevamot,Tosefta Eduyot,Mishnah,Tanaitic
Mishnah Yevamot 3:1,Tosefta Yevamot 5:1,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 3:10,Tosefta Yevamot 5:7,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 3:4,Tosefta Yevamot 5:2,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 3:5,Tosefta Yevamot 5:3,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 3:6,Tosefta Yevamot 5:3,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 3:7,Tosefta Yevamot 5:5,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 3:7,Tosefta Yevamot 5:3,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 3:9,Tosefta Yevamot 5:5,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 3:9,Tosefta Yevamot 5:4,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 4:1-2,Tosefta Yevamot 6:1,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 4:11,Tosefta Yevamot 6:5,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 4:2,Tosefta Yevamot 6:1,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 4:7,Tosefta Yevamot 6:2,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 5:3-4,Tosefta Yevamot 7:1,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 5:4,Tosefta Yevamot 7:1,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 6:1,Tosefta Ketubot 4:2,mesorat hashas,Mishnah Yevamot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Yevamot 6:6,Tosefta Yevamot 8:3-4,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 7:2,Tosefta Yevamot 9:3,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 7:2,Tosefta Yevamot 9:1,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 7:3-4,Tosefta Yevamot 9:6,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 7:4,Tosefta Yevamot 9:6,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yevamot 9:3,Tosefta Yevamot 2:3,mesorat hashas,Mishnah Yevamot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Yoma 2:3,Tosefta Yoma 1:11,mesorat hashas,Mishnah Yoma,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Yoma 3:10,Tosefta Yoma 2:3,mesorat hashas,Mishnah Yoma,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Yoma 3:11-4:1,Tosefta Yoma 2:8-9,mesorat hashas,Mishnah Yoma,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Yoma 3:7,Tosefta Yoma 1:17,mesorat hashas,Mishnah Yoma,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Yoma 3:8,Tosefta Yoma 2:1,mesorat hashas,Mishnah Yoma,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Yoma 3:9-10,Tosefta Yoma 2:2-3,mesorat hashas,Mishnah Yoma,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Yoma 4:1,Tosefta Yoma 2:9,mesorat hashas,Mishnah Yoma,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Yoma 4:2,Tosefta Yoma 2:1,mesorat hashas,Mishnah Yoma,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Yoma 4:4,Tosefta Yoma 2:10,mesorat hashas,Mishnah Yoma,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Yoma 5:1,Tosefta Yoma 2:11,mesorat hashas,Mishnah Yoma,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Yoma 5:3,Tosefta Yoma 2:14,mesorat hashas,Mishnah Yoma,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Yoma 5:4,Tosefta Yoma 2:14,mesorat hashas,Mishnah Yoma,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Yoma 5:5,Tosefta Yoma 3:1,mesorat hashas,Mishnah Yoma,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Yoma 5:5-6,Tosefta Yoma 3:1-2,mesorat hashas,Mishnah Yoma,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Yoma 5:6,Tosefta Yoma 3:3,mesorat hashas,Mishnah Yoma,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Yoma 5:6,Tosefta Zevahim 6:3,mesorat hashas,Mishnah Yoma,Tosefta Zevahim,Mishnah,Tanaitic
Mishnah Yoma 5:7,Tosefta Yoma 3:4,mesorat hashas,Mishnah Yoma,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Yoma 5:7,Tosefta Yoma 3:4,mesorat hashas,Mishnah Yoma,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Yoma 6:1,Tosefta Yoma 3:6,mesorat hashas,Mishnah Yoma,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Yoma 6:2,Tosefta Yoma 2:1,mesorat hashas,Mishnah Yoma,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Yoma 6:4,Tosefta Yoma 3:8,mesorat hashas,Mishnah Yoma,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Yoma 7:1,Tosefta Yoma 3:13,mesorat hashas,Mishnah Yoma,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Yoma 7:3,Tosefta Yoma 3:14,mesorat hashas,Mishnah Yoma,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Yoma 7:5-8:1,Tosefta Yoma 3:15-4:1,mesorat hashas,Mishnah Yoma,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Yoma 8:1,Tosefta Yoma 4:1,mesorat hashas,Mishnah Yoma,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Yoma 8:8,Tosefta Yoma 4:8,mesorat hashas,Mishnah Yoma,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Zavim 1:1,Tosefta Zavim 1:2,mesorat hashas,Mishnah Zavim,Tosefta Zavim,Mishnah,Tanaitic
Mishnah Zavim 1:1,Tosefta Zavim 1:1,mesorat hashas,Mishnah Zavim,Tosefta Zavim,Mishnah,Tanaitic
Mishnah Zavim 1:4,Tosefta Zavim 1:1,mesorat hashas,Mishnah Zavim,Tosefta Zavim,Mishnah,Tanaitic
Mishnah Zavim 1:4,Tosefta Zavim 1:2,mesorat hashas,Mishnah Zavim,Tosefta Zavim,Mishnah,Tanaitic
Mishnah Zavim 1:5,Tosefta Zavim 1:1,mesorat hashas,Mishnah Zavim,Tosefta Zavim,Mishnah,Tanaitic
Mishnah Zavim 1:6,Tosefta Zavim 1:4,mesorat hashas,Mishnah Zavim,Tosefta Zavim,Mishnah,Tanaitic
Mishnah Zavim 4:6,Tosefta Zavim 3:2,mesorat hashas,Mishnah Zavim,Tosefta Zavim,Mishnah,Tanaitic
Mishnah Zavim 5:12,Tosefta Tahorot 5:5,mesorat hashas,Mishnah Zavim,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Zavim 5:12,Tosefta Mikvaot 3:5,mesorat hashas,Mishnah Zavim,Tosefta Mikvaot,Mishnah,Tanaitic
Mishnah Zavim 5:2,Tosefta Tahorot 1:4,mesorat hashas,Mishnah Zavim,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Zavim 5:2,Tosefta Zavim 5:5,mesorat hashas,Mishnah Zavim,Tosefta Zavim,Mishnah,Tanaitic
Mishnah Zavim 5:4-5,Tosefta Zavim 5:2,mesorat hashas,Mishnah Zavim,Tosefta Zavim,Mishnah,Tanaitic
Mishnah Zavim 5:6,Tosefta Zavim 5:5,mesorat hashas,Mishnah Zavim,Tosefta Zavim,Mishnah,Tanaitic
Mishnah Zavim 5:7,Tosefta Zavim 5:4,mesorat hashas,Mishnah Zavim,Tosefta Zavim,Mishnah,Tanaitic
Mishnah Zavim 5:8,Tosefta Zavim 5:5,mesorat hashas,Mishnah Zavim,Tosefta Zavim,Mishnah,Tanaitic
Mishnah Zevachim 10:2,Tosefta Parah 1:2,mesorat hashas,Mishnah Zevachim,Tosefta Parah,Mishnah,Tanaitic
Mishnah Zevachim 10:6,Tosefta Zevahim 10:3,mesorat hashas,Mishnah Zevachim,Tosefta Zevahim,Mishnah,Tanaitic
Mishnah Zevachim 11:1-2,Tosefta Zevahim 10:5,mesorat hashas,Mishnah Zevachim,Tosefta Zevahim,Mishnah,Tanaitic
Mishnah Zevachim 11:3,Tosefta Zevahim 10:5,mesorat hashas,Mishnah Zevachim,Tosefta Zevahim,Mishnah,Tanaitic
Mishnah Zevachim 11:7,Tosefta Zevahim 10:6,mesorat hashas,Mishnah Zevachim,Tosefta Zevahim,Mishnah,Tanaitic
Mishnah Zevachim 12:5,Tosefta Zevahim 11:8,mesorat hashas,Mishnah Zevachim,Tosefta Zevahim,Mishnah,Tanaitic
Mishnah Zevachim 13:1,Tosefta Zevahim 12:1,mesorat hashas,Mishnah Zevachim,Tosefta Zevahim,Mishnah,Tanaitic
Mishnah Zevachim 13:3,Tosefta Zevahim 12:1,mesorat hashas,Mishnah Zevachim,Tosefta Zevahim,Mishnah,Tanaitic
Mishnah Zevachim 13:4,Tosefta Zevahim 1:8,mesorat hashas,Mishnah Zevachim,Tosefta Zevahim,Mishnah,Tanaitic
Mishnah Zevachim 13:4,Tosefta Zevahim 12:4,mesorat hashas,Mishnah Zevachim,Tosefta Zevahim,Mishnah,Tanaitic
Mishnah Zevachim 13:4,Tosefta Zevahim 12:3,mesorat hashas,Mishnah Zevachim,Tosefta Zevahim,Mishnah,Tanaitic
Mishnah Zevachim 13:4,Tosefta Zevahim 12:2,mesorat hashas,Mishnah Zevachim,Tosefta Zevahim,Mishnah,Tanaitic
Mishnah Zevachim 13:4,Tosefta Meilah 3:1,mesorat hashas,Mishnah Zevachim,Tosefta Meilah,Mishnah,Tanaitic
Mishnah Zevachim 13:4,Tosefta Zevahim 9:3,mesorat hashas,Mishnah Zevachim,Tosefta Zevahim,Mishnah,Tanaitic
Mishnah Zevachim 13:6,Tosefta Zevahim 12:2,mesorat hashas,Mishnah Zevachim,Tosefta Zevahim,Mishnah,Tanaitic
Mishnah Zevachim 13:8,Tosefta Zevahim 12:5,mesorat hashas,Mishnah Zevachim,Tosefta Zevahim,Mishnah,Tanaitic
Mishnah Zevachim 13:8,Tosefta Temurah 2:6,mesorat hashas,Mishnah Zevachim,Tosefta Temurah,Mishnah,Tanaitic
Mishnah Zevachim 14:2,Tosefta Pesachim 1:7,mesorat hashas,Mishnah Zevachim,Tosefta Pesachim,Mishnah,Tanaitic
